title,directedBy,starring,avgRating,imdbId,item_id,votos,labels,metadata
"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",['akikaurismäki'],"['markkupeltola', 'katioutinen', 'juhaniniemelä']",3.8414,tt0311519,6286,1403.0,"['humanity', 'original', 'hospital', 'art', 'veryinteresting', 'visual', 'poverty', 'drama', 'independentfilm', 'criterion']",akikaurismäki markkupeltola katioutinen juhaniniemelähumanity original hospital art veryinteresting visual poverty drama independentfilm criterion
Anger Management (2003),['petersegal'],"['adamsandler', 'jacknicholson', 'marisatomei']",2.94009,tt0305224,6287,6465.0,"['newjersey', 'pg-13', 'germany', 'original', 'twistending', 'comedy', 'good', 'hilarious', 'humor', 'catastrophe']",petersegal adamsandler jacknicholson marisatomeinewjersey pg-13 germany original twistending comedy good hilarious humor catastrophe
Better Luck Tomorrow (2002),['justinlin'],"['parryshen', 'jasonj.tobin', 'karinannacheung']",3.51351,tt0280477,6288,540.0,"['quirky', 'drugs', 'pg-13', 'books', 'pornography', 'original', 'goodsoundtrack', 'weird', 'veryinteresting', 'teens']",justinlin parryshen jasonj.tobin karinannacheungquirky drugs pg-13 books pornography original goodsoundtrack weird veryinteresting teens
Ghosts of the Abyss (2003),['jamescameron'],['nan'],3.22928,tt0297144,6289,173.0,"['pg-13', 'disney', 'indians', 'original', 'stunning', 'shallow', 'veryinteresting', 'visual', 'fantasyworld', 'good']",jamescameron nanpg-13 disney indians original stunning shallow veryinteresting visual fantasyworld good
House of 1000 Corpses (2003),['robzombie'],"['sidhaig', 'billmoseley', 'sherimoon']",2.94941,tt0251736,6290,1254.0,"['cultclassic', 'original', 'weird', 'splatter', 'insanity', 'teens', 'creepy', 'harsh', 'horror', 'brutality']",robzombie sidhaig billmoseley sherimooncultclassic original weird splatter insanity teens creepy harsh horror brutality
Lilya 4-Ever (Lilja 4-ever) (2002),['lukasmoodysson'],"['oksanaakinshina', 'artyombogucharsky', 'lyubovagapova']",3.82862,tt0300140,6291,1302.0,"['adolescence', 'swedish', 'original', 'depressing', 'dramatic', 'heartbreaking', 'tragedy', 'goodsoundtrack', 'prostitution', 'parenthood']",lukasmoodysson oksanaakinshina artyombogucharsky lyubovagapovaadolescence swedish original depressing dramatic heartbreaking tragedy goodsoundtrack prostitution parenthood
Marion Bridge (2002),['wiebkevoncarolsfeld'],"['mollyparker', 'stacysmith', 'margueritemcneil']",3.48276,tt0329355,6292,27.0,[],wiebkevoncarolsfeld mollyparker stacysmith margueritemcneil
XX/XY (2002),['austinchick'],"['markruffalo', 'mayastange', 'kathleenrobertson']",2.86328,tt0245573,6293,124.0,"['original', 'sexual', 'art', 'weird', 'marriage', 'friendship', 'nudity(topless-notable)', 'independentfilm', 'criterion', 'malenudity']",austinchick markruffalo mayastange kathleenrobertsonoriginal sexual art weird marriage friendship nudity(topless-notable) independentfilm criterion malenudity
Bulletproof Monk (2003),['paulhunter'],"['chowyun-fat', 'seannwilliamscott', 'jaimeking']",2.81317,tt0245803,6294,2077.0,"['kungfu', 'pg-13', 'original', 'chase', 'fightscenes', 'basedonavideogame', 'plotholes', 'specialeffects', 'catastrophe', 'computergame']",paulhunter chowyun-fat seannwilliamscott jaimekingkungfu pg-13 original chase fightscenes basedonavideogame plotholes specialeffects catastrophe computergame
Chasing Papi (a.k.a. Papi Chulo) (2003),['lindamendoza'],"['roselynsanchez', 'sofíavergara', 'jacivelasquez']",2.38636,tt0323572,6295,86.0,"['pg-13', 'girliemovie', 'chase', 'romantic', 'teens', 'fantasyworld', 'lovestory', 'specialeffects', 'women', 'romanticcomedy']",lindamendoza roselynsanchez sofíavergara jacivelasquezpg-13 girliemovie chase romantic teens fantasyworld lovestory specialeffects women romanticcomedy
"Mighty Wind, A (2003)",['christopherguest'],"['harryshearer', 'michaelmckean', 'christopherguest']",3.65766,tt0310281,6296,3563.0,"['quirky', 'ironic', 'pg-13', 'original', 'rockandroll', 'fakedocumentary', 'off-beatcomedy', 'goodsoundtrack', 'funnyashell', 'mockumentary']",christopherguest harryshearer michaelmckean christopherguestquirky ironic pg-13 original rockandroll fakedocumentary off-beatcomedy goodsoundtrack funnyashell mockumentary
Holes (2003),['andrewdavis'],"['sigourneyweaver', 'jonvoight', 'timblakenelson']",3.50497,tt0311289,6297,3637.0,"['pg-13', 'books', 'disney', 'original', 'adaptedfrom:book', 'children', 'good', 'friendship', 'basedonbook', 'lifephilosophy']",andrewdavis sigourneyweaver jonvoight timblakenelsonpg-13 books disney original adaptedfrom:book children good friendship basedonbook lifephilosophy
Malibu's Most Wanted (2003),['johnwhitesell'],"['jamiekennedy', 'tayediggs', 'anthonyanderson']",2.38534,tt0328099,6298,537.0,"['pg-13', 'losangeles', 'stupidity', 'hiphop', 'shallow', 'parody', 'teens', 'stupid', 'specialeffects', 'teen']",johnwhitesell jamiekennedy tayediggs anthonyandersonpg-13 losangeles stupidity hiphop shallow parody teens stupid specialeffects teen
"Winged Migration (Peuple migrateur, Le) (2001)","['jacquesperrin', 'jacquescluzaud']",['jacquesperrin'],3.91042,tt0301727,6299,1423.0,"['pg-13', 'original', 'photography', 'stunning', 'beautifullyfilmed', 'birds', 'art', 'earnest', 'visual', 'france']",jacquesperrin jacquescluzaud jacquesperrinpg-13 original photography stunning beautifullyfilmed birds art earnest visual france
Flickering Lights (Blinkende lygter) (2000),['andersthomasjensen'],"['sørenpilmark', 'madsmikkelsen', 'ibenhjejle']",3.74866,tt0236027,6300,348.0,"['cultclassic', 'hunting', 'pg-13', 'darkhumor', 'hitmen', 'original', 'darkcomedy', 'goodsoundtrack', 'bankrobbery', 'unlikelyfriendships']",andersthomasjensen sørenpilmark madsmikkelsen ibenhjejlecultclassic hunting pg-13 darkhumor hitmen original darkcomedy goodsoundtrack bankrobbery unlikelyfriendships
Straw Dogs (1971),['sampeckinpah'],"['dustinhoffman', 'susangeorge', 'petervaughan']",3.70654,tt0067800,6301,1325.0,"['adolescence', 'psychological', 'controversial', 'cultclassic', 'hunting', 'pornography', 'original', 'forceful', 'goodsoundtrack', 'weird']",sampeckinpah dustinhoffman susangeorge petervaughanadolescence psychological controversial cultclassic hunting pornography original forceful goodsoundtrack weird
Beginning of the End (1957),['berti.gordon'],"['petergraves', 'peggiecastle', 'morrisankrum']",2.225,tt0050177,6302,40.0,[],berti.gordon petergraves peggiecastle morrisankrum
"Andromeda Strain, The (1971)",['robertwise'],"['arthurhill', 'davidwayne', 'jamesolson']",3.65239,tt0066769,6303,2134.0,"['survival', 'pg-13', 'books', 'original', 'secrets', 'mars', 'space', 'aliens', 'veryinteresting', 'adaptedfrom:book']",robertwise arthurhill davidwayne jamesolsonsurvival pg-13 books original secrets mars space aliens veryinteresting adaptedfrom:book
Brainscan (1994),['johnflynn'],"['edwardfurlong', 'franklangella', 't.rydersmith']",2.89189,tt0109327,6304,211.0,"['videogames', 'dystopicfuture', 'original', 'videogame', 'future', 'post-apocalyptic', 'weird', 'distopia', 'teens', 'scifi']",johnflynn edwardfurlong franklangella t.rydersmithvideogames dystopicfuture original videogame future post-apocalyptic weird distopia teens scifi
Fahrenheit 451 (1966),['françoistruffaut'],"['oskarwerner', 'juliechristie', 'cyrilcusack']",3.59359,tt0060390,6305,1846.0,"['dystopicfuture', 'books', 'original', 'adaptation', 'future', 'distopia', 'adaptedfrom:book', 'literature', 'surveillance', 'lifephilosophy']",françoistruffaut oskarwerner juliechristie cyrilcusackdystopicfuture books original adaptation future distopia adaptedfrom:book literature surveillance lifephilosophy
I Am Trying to Break Your Heart (2002),['samjones'],"['jefftweedy', 'johnstirratt', 'leroybach']",3.82039,tt0327920,6306,304.0,"['cultclassic', 'pg-13', 'original', 'rockandroll', 'goodsoundtrack', 'beautifullyfilmed', 'hiphop', 'art', 'veryinteresting', 'good']",samjones jefftweedy johnstirratt leroybachcultclassic pg-13 original rockandroll goodsoundtrack beautifullyfilmed hiphop art veryinteresting good
"Iceman Cometh, The (1973)",['johnfrankenheimer'],"['leemarvin', 'fredricmarch', 'robertryan']",3.44681,tt0070212,6307,45.0,[],johnfrankenheimer leemarvin fredricmarch robertryan
Legal Eagles (1986),['ivanreitman'],"['robertredford', 'debrawinger', 'darylhannah']",2.80806,tt0091396,6308,513.0,"['pg-13', 'art', 'weird', 'romantic', 'good', 'lovestory', 'crime', 'lawyer', 'happyending', 'catastrophe']",ivanreitman robertredford debrawinger darylhannahpg-13 art weird romantic good lovestory crime lawyer happyending catastrophe
Married to It (1991),['arthurhiller'],"['beaubridges', 'stockardchanning', 'robertseanleonard']",2.5,tt0107523,6309,22.0,[],arthurhiller beaubridges stockardchanning robertseanleonard
Memories of Me (1988),['henrywinkler'],"['billycrystal', 'alanking', 'jobethwilliams']",2.89062,tt0095613,6310,30.0,[],henrywinkler billycrystal alanking jobethwilliams
"Other Side of Heaven, The (2001)",['mitchdavis'],"['christophergorham', 'annehathaway', 'joefolau']",3.45035,tt0250371,6311,140.0,"['pg-13', 'books', 'biography', 'islam', 'brainwashing', 'good', 'specialeffects', 'island', 'computeranimation', 'basedonatruestory']",mitchdavis christophergorham annehathaway joefolaupg-13 books biography islam brainwashing good specialeffects island computeranimation basedonatruestory
"Private Function, A (1984)",['malcolmmowbray'],"['michaelpalin', 'maggiesmith', 'denholmelliott']",3.22283,tt0089838,6312,92.0,"['pg-13', 'original', 'kidnapping', 'greatending', 'islam', 'sillyfun', 'visuallyappealing', 'satire', 'hilarious', 'computeranimation']",malcolmmowbray michaelpalin maggiesmith denholmelliottpg-13 original kidnapping greatending islam sillyfun visuallyappealing satire hilarious computeranimation
Sibling Rivalry (1990),['carlreiner'],"['kirstiealley', 'scottbakula', 'jamigertz']",2.63684,tt0100611,6313,90.0,"['screwball', 'pg-13', 'original', 'romantic', 'comedy', 'sillyfun', 'good', 'police', 'lovestory', 'happyending']",carlreiner kirstiealley scottbakula jamigertzscrewball pg-13 original romantic comedy sillyfun good police lovestory happyending
Undercover Blues (1993),['herbertross'],"['kathleenturner', 'dennisquaid', 'fionashaw']",3.12761,tt0108442,6314,228.0,"['screwball', 'pg-13', 'original', 'funnyashell', 'sillyfun', 'conspiracy', 'hilarious', 'silly', 'catastrophe', 'quotable']",herbertross kathleenturner dennisquaid fionashawscrewball pg-13 original funnyashell sillyfun conspiracy hilarious silly catastrophe quotable
Wildcats (1986),['michaelritchie'],"['goldiehawn', 'wesleysnipes', 'woodyharrelson']",2.89817,tt0092214,6315,423.0,"['pg-13', 'teens', 'school', 'teen', 'predictable', 'catastrophe', 'computergame', 'highschool', 'sports', 'football']",michaelritchie goldiehawn wesleysnipes woodyharrelsonpg-13 teens school teen predictable catastrophe computergame highschool sports football
"Wiz, The (1978)",['sidneylumet'],"['dianaross', 'michaeljackson', 'nipseyrussell']",2.56721,tt0078504,6316,587.0,"['newyork', 'original', 'newyorkcity', 'teens', 'broadway', '1970s', 'musical', 'creativity']",sidneylumet dianaross michaeljackson nipseyrussellnewyork original newyorkcity teens broadway 1970s musical creativity
Cartouche (1962),['philippedebroca'],"['jean-paulbelmondo', 'claudiacardinale', 'jesshahn']",3.11905,tt0055832,6317,20.0,[],philippedebroca jean-paulbelmondo claudiacardinale jesshahn
"Marrying Man, The (Too Hot to Handle) (1991)",['jerryrees'],"['kimbasinger', 'alecbaldwin', 'robertloggia']",2.92949,tt0102411,6318,155.0,"['romantic', 'catastrophe']",jerryrees kimbasinger alecbaldwin robertloggiaromantic catastrophe
"My Father the Hero (Mon père, ce héros.) (1991)",['gérardlauzier'],"['gérarddepardieu', 'mariegillain', 'patrickmille']",2.81536,tt0102465,6319,302.0,"['original', 'teens', 'teenagers', 'teen', 'catastrophe']",gérardlauzier gérarddepardieu mariegillain patrickmilleoriginal teens teenagers teen catastrophe
Scenes from a Mall (1991),['paulmazursky'],"['bettemidler', 'woodyallen', 'billirwin']",2.52326,tt0102849,6320,211.0,"['pg-13', 'original', 'secrets', 'goodsoundtrack', 'girliemovie', 'islam', 'romantic', 'lovestory', 'romanticcomedy', 'predictable']",paulmazursky bettemidler woodyallen billirwinpg-13 original secrets goodsoundtrack girliemovie islam romantic lovestory romanticcomedy predictable
Stella (1990),['johnerman'],"['bettemidler', 'johngoodman', 'trinialvarado']",2.61364,tt0100691,6321,65.0,"['pg-13', 'original', 'teens', 'catastrophe', 'life&death']",johnerman bettemidler johngoodman trinialvaradopg-13 original teens catastrophe life&death
Confidence (2003),['jamesfoley'],"['edwardburns', 'rachelweisz', 'andygarcia']",3.45139,tt0310910,6322,1203.0,"['corruption', 'pg-13', 'mob', 'detective', 'entertaining', 'original', 'secrets', 'entirelydialogue', 'conmen', 'foullanguage']",jamesfoley edwardburns rachelweisz andygarciacorruption pg-13 mob detective entertaining original secrets entirelydialogue conmen foullanguage
Identity (2003),['jamesmangold'],"['johncusack', 'rayliotta', 'amandapeet']",3.60737,tt0309698,6323,6691.0,"['mystery', 'psychological', 'pg-13', 'original', 'secrets', 'goodsoundtrack', 'greatending', 'weird', 'goodacting', 'alternateendings']",jamesmangold johncusack rayliotta amandapeetmystery psychological pg-13 original secrets goodsoundtrack greatending weird goodacting alternateendings
It Runs in the Family (2003),['fredschepisi'],"['michaeldouglas', 'kirkdouglas', 'roryculkin']",2.59434,tt0311110,6324,103.0,"['pg-13', 'catastrophe']",fredschepisi michaeldouglas kirkdouglas roryculkinpg-13 catastrophe
"Real Cancun, The (2003)",['rickdeoliveira'],"['benjaminfletcher', 'nicolefrilot', 'roxannefrilot']",1.9026,tt0360916,6325,229.0,"['pg-13', 'original', 'shallow', 'teens', 'geek', 'independentfilm', 'teen', 'catastrophe', 'manipulation', 'creativity']",rickdeoliveira benjaminfletcher nicolefrilot roxannefrilotpg-13 original shallow teens geek independentfilm teen catastrophe manipulation creativity
City of Ghosts (2002),['mattdillon'],"['mattdillon', 'jamescaan', 'nataschamcelhone']",3.048,tt0164003,6326,124.0,"['cerebral', 'original', 'art', 'weird', 'veryinteresting', 'relationships']",mattdillon mattdillon jamescaan nataschamcelhonecerebral original art weird veryinteresting relationships
"Decade Under the Influence, A (2003)","['teddemme', 'richardlagravenese']","['martinscorsese', 'robertaltman', 'peterbogdanovich']",3.62969,tt0342275,6327,286.0,"['cultclassic', 'corruption', 'pg-13', 'books', 'original', 'secrets', 'greed', 'art', 'islam', 'veryinteresting']",teddemme richardlagravenese martinscorsese robertaltman peterbogdanovichcultclassic corruption pg-13 books original secrets greed art islam veryinteresting
House of Fools (2002),['andreykonchalovskiy'],"['yuliyavysotskaya', 'yevgenimironov', 'sultanislamov']",3.15094,tt0332605,6328,50.0,[],andreykonchalovskiy yuliyavysotskaya yevgenimironov sultanislamov
Manic (2001),['jordanmelamed'],"['doncheadle', 'josephgordon-levitt', 'zooeydeschanel']",3.48069,tt0252684,6329,219.0,"['intense', 'mentalillness', 'psychological', 'cerebral', 'books', 'original', 'hospital', 'solitude', 'weird', 'parenthood']",jordanmelamed doncheadle josephgordon-levitt zooeydeschanelintense mentalillness psychological cerebral books original hospital solitude weird parenthood
People I Know (2002),['danielalgrant'],"['alpacino', 'kimbasinger', ""ryano'neal""]",2.8787,tt0274711,6330,153.0,"['drugs', 'original', 'addiction', 'idealism', 'catastrophe', 'grindhouse', 'drugabuse']",danielalgrant alpacino kimbasinger ryano'nealdrugs original addiction idealism catastrophe grindhouse drugabuse
Spellbound (2002),['jeffreyblitz'],"['harryaltman', 'angelaarenivar', 'tedbrigham']",3.95355,tt0334405,6331,3217.0,"['adolescence', 'newjersey', 'quirky', 'pg-13', 'books', 'obsession', 'original', 'goodsoundtrack', 'beautifullyfilmed', 'weird']",jeffreyblitz harryaltman angelaarenivar tedbrighamadolescence newjersey quirky pg-13 books obsession original goodsoundtrack beautifullyfilmed weird
"Lizzie McGuire Movie, The (2003)",['jimfall'],"['hilaryduff', 'adamlamberg', 'hallietodd']",2.74844,tt0306841,6332,855.0,"['disney', 'teens', 'brainwashing', 'teenagers', 'teenmovie', 'teen', 'catastrophe', 'kidsandfamily', 'cartoon']",jimfall hilaryduff adamlamberg hallietodddisney teens brainwashing teenagers teenmovie teen catastrophe kidsandfamily cartoon
X2: X-Men United (2003),['bryansinger'],"['patrickstewart', 'hughjackman', 'ianmckellen']",3.5825,tt0290334,6333,21684.0,"['superhero', 'visuallystunning', 'sequels', 'pg-13', 'books', 'marvel', 'original', 'super-hero', 'secrets', 'goodsoundtrack']",bryansinger patrickstewart hughjackman ianmckellensuperhero visuallystunning sequels pg-13 books marvel original super-hero secrets goodsoundtrack
